뉴스 식별자,일자,언론사,정보원,인용문,키워드
1100801.202,20200416,조선일보,정세균 국무총리,"하루라도 빨리 (긴급재난)지원금을 지급해 국민들께서 이 힘든 시기를 이겨내시도록 해야 한다
긴급재난지원금의 지원대상과 금액 등에 대해 여러 의견이 있는 것으로 알고 있다
긴급재난지원금이 그 이름과 취지에 걸맞게 적기 집행될 수 있도록, 국회에서 지혜를 모아 추경안을 조속히 처리해주시길 당부드린다
기존의 방식을 과감히 탈피해, 집행 속도를 높일 수 있는 특단의 방안을 강구해주시기 바란다
오늘 임시국무회의는 긴급재난지원금 지급을 위한 7조 6천억원 규모의 2020년도 제2회 추가경정예산안을 심의하기 위해 개최한다
코로나19의 충격으로 우리 경제의 어려움이 가중되고 있다
내수 위축으로 많은 소상공인과 자영업자들이 폐업 위기에 처했고, 기업들의 피해도 커지고 있다. 구조조정과 휴업 등으로 소득이 급감한 근로자들의 생계가 위태롭다
정부는 이 유례없는 위기를 극복하기 위해 사상 처음으로 긴급재난지원금을 지급하기로 했다
이를 위한 추경의 재원은 국민들의 조세부담이나 국가채무가 늘어나지 않도록, 기존 예산의 감액과 조정 등을 통해 마련했다
기획재정부와 각 부처는 추경안과 감액된 기존 사업 등에 대해 국회에 소상히 설명드리고 이해를 구하시기 바란다
행정안전부 등 관계부처는 추경안이 국회를 통과하는 즉시 지원금을 지급할 수 있도록, 지자체와 함께 집행 준비를 철저히 해주시기 바란다",하루 긴급재난지원금 지급 국민들 시기 긴급재난지원금 지원대상 금액 의견 긴급재난지원금 이름 취지 적기 집행 국회 지혜 추경안 처리 당부 기존 방식 탈피 집행 속도 특단 방안 강구 임시국무회의 긴급재난지원금 지급 7조 6천억 규모 2020년도 2회 추가경정예산안 심의 개최 코로나19 충격 경제 어려움 가중 내수 위축 소상공인 자영업자들 폐업 위기 기업들 피해 구조조정 휴업 소득 급감 근로자들 생계 정부 위기 극복 사상 처음 긴급재난지원금 지급 추경 재원 국민들 조세 부담 국가채무 기존 예산 감액 조정 마련 기획재정부 부처 추경안 감액 기존 사업 국회 설명 이해 행정안전부 관계부처 추경안 국회 통과 즉시 지원금 지급 지자체 집행 준비 
1100801.202,20200416,조선일보,하준경 한양대 교수,"지급 범위는 재정 여력이나 효과성 신속성을 검토해서 결정해야 할 문제인데, 지금으로서는 전국민에게 지급해야 할 정도는 아니라고 본다
소득하위 70%에 대한 선별작업이 어렵다면, 먼저 지급하고 추후 환수하는 장치를 마련할 수는 있을 것
제도 개혁 차원의 일이라면 그 과정대로 계속 갈 수밖에 없겠지만, 지금 당장은 코로나 경제 위기 극복이 우선이니, 우선순위부터 신속하게 밀어붙일 것
1가구 1주택 종부세 감면 뿐만 아니라 종부세 대상 주택 가격 기준을 12억원으로 올리겠다",지급 범위 재정 여력 효과성 신속성 검토 결정 지금 국민 지급 정도 소득 하위 선별 작업 지급 추후 환수 장치 마련 제도 개혁 차원 당장 코로나 경제 위기 극복 우선 신속 1가구 1주택 종부세 감면 종부세 대상 주택 가격 기준 12억 
1100801.202,20200417,조선일보,경기도,신종 코로나 바이러스 감염증(코로나19) 위기 극복을 위해 정부와 지자체마다 지역화폐나 상품권을 긴급 지원하고 나서면서 이를 재판매해 차익을 노리는 '지역화폐 깡'(할인매매)을 우려하는 목소리도 나온다,신종 코로나 바이러스 감염증 코로나19 위기 극복 정부 지자체 지역화폐 상품권 긴급 지원 재판매 차익 지역 화폐 할인 매매 우려 목소리 
1101101.202,20200417,한국일보,경기도,"코로나19 위기 극복을 위해 정부와 지자체마다 지역화폐나 상품권을 긴급 지원하고 나서면서 이를 재판매해 차익을 노리는 지역화폐 깡(할인매매)을 우려하는 목소리도 나온다
부정유통을 시도하면 관련자는 형사처벌을 받게 되고 부당 이득은 전액환수 조치할 것
재난기본소득, 청년기본소득, 산후조리지원사업 등을 위해 지급하는 지역화폐는 지역상권 활성화와 특히 소상공인에 도움이 된다
그러나 불법적인 할인거래는 관련 사업의 정당성을 훼손하고 정책 불신을 초래하는 만큼 강력하게 대응할 방침",코로나19 위기 극복 정부 지자체 지역화폐 상품권 긴급 지원 재판매 차익 지역화폐 할인 매매 우려 목소리 부정 유통 시도 관련자 형사처벌 부당 이득 전액 환수 조치 재난기본소득 청년 기본 소득 산후 조리 지원 사업 지급 지역화폐 지역상권 활성화 소상공인 도움 불법적 할인거래 사업 훼손 정책 불신 초래 대응 방침 
1100801.202,20200417,조선일보,금재호 교수,"외환위기급 고용대란이 닥칠 수 있는 상황에서 정부는 한시적으로라도 지원을 대폭 확대해서, 실업을 최대한 막아야 한다
고용보험 적용대상을 확대시키고, 고용유지지원금의 기간도 일시적으로 늘려야하며, 신규고용을 창출할 수 있도록 채용장려금을 적극적으로 활용해야한다
향후 정부 대책은 재난지원금같은 일회적인 정책보다는 정부가 직접 일자리 창출을 통해 실직자를 흡수하는 방식으로 가야 한다",외환 위기급 고용 대란 상황 정부 한시적 지원 확대 실업 최대한 고용보험 적용대상 확대 고용 유지 지원금 기간 일시적 신규 고용 창출 채용 장려금 적극적 활용 향후 정부 대책 재난지원금 일회 정책 정부 일자리 창출 실직자 흡수 방식 
1100801.202,20200417,조선일보,김현욱 교수,"지금 집 값이 내려갔다고 안심하지 말고, 시간이 오래 걸린다는 핑계로 미뤄뒀던 부동산 공급 확대 정책을 마련할 때
앞으로 5년, 10년 후에도 집값 때문에 사람들이 고민하지 않도록 근본적인 방안을 마련해야 한다
한정된 재정 효율적 사용해야...2년 뒤 대선 앞두고 포퓰리즘 우려
지금 당장 경제 위기가 단기간에 극복될지라도, 확장재정으로 경제 활력을 살려 경쟁력을 키우지 않는다면 부담은 미래 세대가 고스란히 감당하게 된다",안심 시간 핑계 부동산 공급 확대 정책 마련 5년 10년 집값 사람들 고민 근본적 방안 마련 한정 재정 효율적 사용 2년 대선 포퓰리즘 우려 당장 경제 위기 단기간 극복 확장 재정 경제 활력 경쟁력 부담 미래 세대 감당 
1100801.202,20200417,조선일보,김현욱 한국개발연구원 국제정책대학원 교수,"총선에서는 정책 성과에 대한 비판이나 방어가 대부분이었고, 경제 정책이라고 짚을만한 것이 없었다
최저임금 인상 정책은 이미 방향을 수정한 상태이고, 고용 유지를 위한 정부의 노력과 과감한 조치가 있을 것",총선 정책 성과 비판 방어 경제 정책 최저임금 인상 정책 방향 수정 상태 고용 유지 정부 노력 조치 
1100901.202,20200417,중앙일보,대통령 문재인,위대한 국민의 선택에 기쁨에 앞서 막중한 책임을 온몸으로 느낀다,국민 선택 기쁨 책임 온몸 
1101001.202,20200417,한겨레,대통령 문재인,코로나19 충격으로 기업이 도산하는 일은 반드시 막겠다,코로나19 충격 기업 도산 
1100901.202,20200417,중앙일보,대통령 문재인,"국민들께서 선거를 통해 보여주신 것은 간절함으로, 그 간절함이 국난 극복을 위해 사력을 다하고 있는 정부에 힘을 실어주셨다
결코 자만하지 않고 더 겸허하게 국민의 목소리에 귀를 기울이겠다
큰 목소리에 가려져 있었던 진정한 민심
우리는 세월호와 함께 울었고, 함께 책임지기 위해 행동했고, 세월호를 통해 서로 얼마나 깊이 연결된 존재인지도 알게 됐다",국민들 선거 국난 극복 사력 정부 자만 겸허 국민 목소리 목소리 민심 세월호 행동 세월호 연결 존재 
1101001.202,20200417,한겨레,대통령 문재인,소상공인과 중소기업을 넘어 주력 산업 기업까지 (지원 범위를) 확대하고 비우량 우량 기업을 모두 촘촘히 지원하는 것으로 기업을 지키려는 특단의 선제조치인 동시에 일자리를 지키는 일,소상공인 중소기업 주력 산업 기업 지원 범위 확대 비우량 우량 기업 지원 기업 특단 선제 조치 동시 일자리 
1100801.202,20200417,조선일보,민주당 관계자,"이 전 총리가 오는 8월 당대표 선거에 도전할지 말지가 가장 큰 관심사
이 전 총리가 문재인 대통령처럼 당대표를 맡은 뒤 대권을 노릴 수도 있지만, 2022년 대선에 도전하려면 당대표가 되더라도 중도 사퇴해야 하는 부담감이 있어 고민 중인 것으로 안다",총리 8월 당대표 선거 도전 관심사 총리 문재인 대통령 당대표 대권 2022년 대선 도전 당대표 중도 사퇴 부담감 고민 
1100801.202,20200417,조선일보,민주당 이인영 원내대표,"그런 희망을 저도 가질 수 있고, 누구나 다 가질 수 있다
지금은 경제 비상시국에서 국민 생업과 일자리를 지키기 위해 총력을 모으는 게 우선적
모든 국민에게 지원금이 지급되도록 최선을 다할 것
미래통합당 황교안 전 대표도 100% 지급을 얘기했었기 때문에 국회는 100% 모든 국민에게 지급하는 방안을 논의할 수 있고, 또 그래야 한다고 생각한다",희망 지금 경제 비상시국 국민 생업 일자리 총력 우선적 국민 지원금 지급 최선 미래통합당 황교안 대표 지급 얘기 국회 국민 지급 방안 논의 생각 
1100901.202,20200417,중앙일보,민주당 이인영 원내대표,속도가 생명인 만큼 4월 중에 서둘러 지급할 수 있는 방안을 찾아보겠다. 우리 생각만 고집하지 않고 야당 의견도 충분히 경청할 것,속도 생명 4월 지급 방안 생각 고집 야당 의견 충분히 경청 
1100801.202,20200417,조선일보,신성환 한국금융학회장,"확장재정은 어쩔 수 없고, 한정된 재원을 어디에 쓰는지가 중요하다
고용을 유지하고 기업 생태계를 유지하는 쪽에 쓰게 되면 민간 활력을 되살리는 마중물이 될 것",확장 재정 한정 재원 중요 고용 유지 기업 생태계 유지 민간 활력 마중물 
1101101.202,20200417,한국일보,여당 관계자,"정부는 2022년 최저임금 1만원 공약을 수정하는 등 이미 최저임금 인상 속도조절에 나선 상태
총선에서 압승을 거두었다고 야권과 협치를 포기하는 것은 아니다",정부 2022년 최저임금 1만 공약 수정 최저임금 인상 속도조절 상태 총선 압승 협치 포기 
1100801.202,20200417,조선일보,우석진 명지대 교수,"고용지표는 실물경제를 파악하는 중요한 지표로, 재원에 한계가 있는만큼 고용이 확연하게 줄어든 분야를 우선적으로 지원해야 한다
(우리나라는) 선진국에서 시행하는 ‘일시적 해고 후 복귀제도’가 없어 영구적 실직으로 이어지기 쉽기 때문에 고용보호를 위해 실업부조 등 이에 준하는 정책을 정부가 도입해야할 때
재정 정책의 핵심은 ‘고용유지’가 돼야 한다",고용지표 실물경제 파악 중요 지표 재원 한계 고용 분야 우선적 지원 우리나라 선진국 시행 일시적 해고 복귀 제도 영구적 실직 고용 보호 실업 부조 정책 정부 재정 정책 핵심 고용 유지 
1100801.202,20200417,조선일보,우석진 명지대 교수,"그동안 정부 주도의 공공 일자리가 민간 시장의 일자리 창출력을 보강해왔는데, 지난 2, 3월에 코로나 확산 우려로 공공 일자리 사업을 많이 못 한 것이 지표로 드러난 것
실제로 고용시장 한파는 지표로 나타난 것보다 훨씬 더 나쁠 수 있다",그동안 정부 주도 공공 일자리 민간 시장 일자리 창출력 보강 3월 코로나 확산 우려 공공 일자리 사업 지표 고용시장 한파 지표 
